player,during_hot,next_game_stat,regression,next_opp,next_location,opp_def_tier,opp_3p_pct_allowed,opp_pace,minutes_trend,was_blowout_recent
Vít Krejčí,4.0,0.0,4.0,MIN,away,Elite (top 10),0.353,97.95,7.438596491228072,True
Vít Krejčí,3.3333333333333335,1.0,2.3333333333333335,ORL,away,Bad (21-30),0.365,96.51,-0.561403508771928,False
Wendell Carter Jr.,1.3333333333333333,0.0,1.3333333333333333,MIN,home,Elite (top 10),0.353,97.95,-4.882352941176471,False
Wendell Carter Jr.,1.3333333333333333,0.0,1.3333333333333333,MIL,home,Elite (top 10),0.353,99.92,-4.882352941176471,False
Wendell Carter Jr.,1.3333333333333333,0.0,1.3333333333333333,TOR,away,Elite (top 10),0.349,100.62,7.117647058823529,False
Wendell Carter Jr.,1.3333333333333333,1.0,0.33333333333333326,LAL,home,Elite (top 10),0.356,98.34,1.7843137254901968,True
Wendell Carter Jr.,1.3333333333333333,1.0,0.33333333333333326,DAL,home,Mid (11-20),0.363,100.15,3.117647058823529,False
Wendell Carter Jr.,1.6666666666666667,0.0,1.6666666666666667,LAC,home,Elite (top 10),0.35,98.24,-2.215686274509803,True
Wendell Carter Jr.,1.3333333333333333,1.0,0.33333333333333326,SAS,away,Bad (21-30),0.365,100.08,-0.5490196078431389,False
Wendell Carter Jr.,1.3333333333333333,0.0,1.3333333333333333,WAS,away,Mid (11-20),0.364,101.82,-3.882352941176471,False
Zaccharie Risacher,3.3333333333333335,2.0,1.3333333333333335,DET,away,Bad (21-30),0.366,100.27,0.08000000000000185,False
Zaccharie Risacher,3.3333333333333335,0.0,3.3333333333333335,SAS,home,Bad (21-30),0.365,100.08,2.080000000000002,False
Zaccharie Risacher,3.3333333333333335,0.0,3.3333333333333335,HOU,away,Mid (11-20),0.357,99.03,2.080000000000002,False
Zaccharie Risacher,3.3333333333333335,0.0,3.3333333333333335,PHI,away,Bad (21-30),0.378,98.13,-0.25333333333333385,True
Ziaire Williams,4.0,1.0,3.0,POR,home,Mid (11-20),0.361,99.51,6.49206349206349,False
Ziaire Williams,3.6666666666666665,0.0,3.6666666666666665,DET,away,Bad (21-30),0.366,100.27,-0.17460317460317754,False
Ziaire Williams,4.333333333333333,2.0,2.333333333333333,DAL,home,Mid (11-20),0.363,100.15,8.158730158730155,False
Ziaire Williams,3.6666666666666665,2.0,1.6666666666666665,TOR,home,Elite (top 10),0.349,100.62,3.8253968253968225,True
Ziaire Williams,3.3333333333333335,1.0,2.3333333333333335,LAC,home,Elite (top 10),0.35,98.24,3.4920634920634903,True
